TEST_ITEM_COMMUNICATIONKEY,BLOCK_SIZE,WINDOW_SIZE,TWIN_NUMBER,MEAN_SAMPLE,MEAN_TEST,BIAS,RESAMPLING_MEAN_TWIN,RESAMPLING_MEAN_TEST,RESAMPLING_VARIANCE_TWIN,RESAMPLING_VARIANCE_TEST,TARGET_VARIANCE,CV,RMSE,MAPE,MPE,MAE,WASSERSTEIN
718909161,1,17,6,368.35415093070316,426.0,-57.645849069296844,368.35415093070316,417.93073707996393,2417.0049209956146,784.376043054184,136656.31987932313,0.13346678498571402,75.76310999368866,0.15168664354842618,-0.13531889452886584,64.61851015162955,53.95043226431888
735286989,1,17,7,584.96341804442,530.0,54.963418044419996,584.96341804442,534.9082424881788,2501.3363023350785,1001.5696948353036,123254.76245982782,0.08549827167880455,74.31227102881968,0.11581189953669978,0.1037045623479623,61.3803067544509,53.3231827736674
752591985,1,17,6,311.95595024659576,18.0,293.95595024659576,311.95595024659576,16.697816978481256,2400.8578862008626,21.36271303890388,2242688.848484917,0.1570688098720383,298.0116752269615,16.330886124810878,16.330886124810878,293.95595024659576,298.5750145856984
756589959,1,17,5,446.6780082844479,198.0,248.6780082844479,446.6780082844479,194.72349425667,1901.2546885322733,205.9726401800219,1455288.2703633457,0.09761702729030922,252.47179345988775,1.2559495367901414,1.2559495367901414,248.678008284448,253.6473524968569
716679764,1,21,9,684.9043510752475,372.0,312.9043510752475,684.9043510752475,358.187262971148,9994.746722685422,770.1032134449691,2606325.620656103,0.14596743327145503,328.48725948582415,0.841140728696902,0.841140728696902,312.9043510752476,334.61156817744865
718909161,1,21,6,371.5079906357363,426.0,-54.49200936426371,371.5079906357363,418.24874701663,2527.387491029448,792.8563387543846,130863.35947824412,0.13532179706341338,74.14018192306013,0.1473272097497012,-0.1279155149395862,62.761391353372716,51.75838264858482
735286989,1,21,7,586.7121692591265,530.0,56.71216925912654,586.7121692591265,538.0248340036787,2500.6508278528495,1042.9431880197508,127598.67945899734,0.08523175498158266,75.61032317037579,0.11807977162177358,0.10700409294174804,62.58227895954,51.81785052768683
752591985,1,21,6,313.03108018252055,18.0,295.03108018252055,313.03108018252055,16.537049432165883,2551.083762174525,21.8500127673668,2262472.5206840145,0.16135220300482703,299.3232734617197,16.390615565695587,16.390615565695587,295.03108018252055,300.0164851860406
756589959,1,21,5,446.8779391790022,198.0,248.87793917900223,446.8779391790022,194.4246434468082,1840.9713732943544,217.81828663737198,1456183.3741782377,0.09601400864016596,252.54940107488176,1.2569592887828394,1.2569592887828394,248.87793917900223,254.0181307142876
716679764,1,25,9,679.3670754025607,372.0,307.36707540256066,679.3670754025607,359.08385303448205,9723.000615759353,802.423525040606,2516801.3298830814,0.14514285484994077,322.7964058927589,0.8262555790391416,0.8262555790391416,307.36707540256066,327.9046060351818
718909161,1,25,6,374.39432988920856,426.0,-51.605670110791436,374.39432988920856,419.689132086075,2591.418927187242,825.4467195933319,125096.32930918201,0.135968889450474,72.4883722728761,0.14369718382171628,-0.12114007068260906,61.215000308051145,50.464349142993846
735286989,1,25,7,586.0141689751232,530.0,56.0141689751232,586.0141689751232,537.8860112165337,2598.6941298074653,1115.744030303845,128030.39100346334,0.086990027060359,75.73824169982505,0.11800336900594811,0.10568711127381732,62.5417855731525,51.24472446273403
752591985,1,25,6,314.29376756967343,18.0,296.29376756967343,314.29376756967343,16.42128251884592,2555.516932543638,22.520967241979424,2281439.45782295,0.16084353609969548,300.57530442998024,16.46076486498186,16.46076486498186,296.29376756967343,301.3757135620406
756589959,1,25,5,445.0250730195191,198.0,247.02507301951908,445.0250730195191,194.33750081442994,1919.3788212009936,209.60277014740024,1436995.0147428187,0.09844550000049894,250.87998230528424,1.24760137888646,1.24760137888646,247.02507301951908,252.39829807719155
716679764,1,29,9,680.9422317045884,372.0,308.9422317045884,680.9422317045884,358.4306303685232,10092.472849497619,785.0466840841059,2549172.8716313844,0.14753277969904433,324.8657805619256,0.8305316072036983,0.8304898701736249,308.9577578797758,330.55507149678135
718909161,1,29,6,374.8041102298056,426.0,-51.19588977019441,374.8041102298056,419.9417497486636,2625.606191293155,835.5101040858412,124907.14760516192,0.1367132000717839,72.43359248756789,0.14309763892778066,-0.12017814500045647,60.95959418323454,50.40442162245445
735286989,1,29,7,582.8835434793026,530.0,52.8835434793026,582.8835434793026,538.8011908591465,2557.180564123786,1153.1040190639017,119494.15845844302,0.08675587680529857,73.17000570623918,0.11382328073409258,0.09978027071566528,60.32633878906906,47.115596977240806
752591985,1,29,6,313.15367861864956,18.0,295.15367861864956,313.15367861864956,16.35364568090964,2485.2522413641645,21.79996723388973,2262637.605884772,0.1591943754046518,299.33417152654863,16.397426589924976,16.397426589924976,295.15367861864956,300.2210606371212
756589959,1,29,5,442.97079679778795,198.0,244.97079679778795,442.97079679778795,194.09038333327587,1895.731498308709,223.0426904831721,1413379.991683839,0.09829090122183384,248.81001342802068,1.2372262464534742,1.2372262464534742,244.9707967977879,250.51974959218276
716679764,1,33,9,678.040960518377,372.0,306.040960518377,678.040960518377,357.14438981656576,10054.37038126942,826.802762303493,2505155.2903914,0.14788410911566705,322.0488160144052,0.8226914556137497,0.8226907540816588,306.04122148831493,328.77653912587346
718909161,1,33,6,376.1678674904628,426.0,-49.83213250953719,376.1678674904628,420.4562598901222,2594.3355321582526,874.7810248578185,120882.33560714037,0.13540396342916733,71.25711868021557,0.13993522904525016,-0.11697683687684785,59.61240757327657,49.193666364539204
735286989,1,33,7,581.9907196269086,530.0,51.99071962690857,581.9907196269086,537.6159562691886,2502.0042313024483,1145.1849375276565,116172.74012901793,0.08594645345849608,72.14595732697893,0.11200431465927145,0.0980956974092614,59.36228676941388,47.242945337587166
752591985,1,33,6,311.2526136368102,18.0,293.2526136368102,311.2526136368102,16.386856399511114,2507.686588453288,23.18589498913439,2234956.577170604,0.16088798839768093,297.49753275157354,16.291811868711683,16.291811868711683,293.2526136368102,298.320510924948
756589959,1,33,5,443.03268920218795,198.0,245.03268920218795,443.03268920218795,193.02474796138242,1993.1578170844655,219.31005855598886,1416296.300529156,0.10077088478745133,249.0666107585288,1.2375388343544842,1.2375388343544842,245.03268920218787,251.78256832505772
716679764,1,37,9,677.3253131991263,372.0,305.3253131991263,677.3253131991263,356.21295491485074,10185.354133027495,873.435672522712,2497750.3367716293,0.14900154109744876,321.57254393553575,0.8207746618448905,0.8207669709653932,305.32817420629925,328.9612086260564
718909161,1,37,6,378.27222911201363,426.0,-47.72777088798637,378.27222911201363,421.50633288188743,2835.2567982235882,905.0913327087783,121729.28240000144,0.1407640460638937,71.50662145675537,0.14047476779501852,-0.11203702086381777,59.84225108067789,49.08621778116192
735286989,1,37,7,581.4921931071248,530.0,51.49219310712476,581.4921931071248,535.8096431445323,2458.066407589157,1159.6954255686874,114040.64163591663,0.085261489893672,71.48085309067446,0.11095993622217509,0.09715508133419773,58.80876619775279,48.26079793856976
752591985,1,37,6,310.9612745322781,18.0,292.9612745322781,310.9612745322781,16.096116773688617,2438.1122217504535,22.794348695007173,2228887.196335427,0.15878904548807232,297.09328601859596,16.27562636290434,16.27562636290434,292.9612745322781,298.22069549333935
756589959,1,37,5,443.508824713885,198.0,245.50882471388502,443.508824713885,193.03195361162489,1952.7408244117319,228.29823121602152,1420706.2394666667,0.09963686108905111,249.45405155419877,1.2399435591610355,1.2399435591610355,245.50882471388505,252.15949016041503
716679764,1,41,9,674.1158103323744,372.0,302.1158103323744,674.1158103323744,355.5454102345462,10109.307833204075,887.9556128468223,2448822.4353725757,0.1491510096737012,318.4073973481007,0.8121619961587203,0.8121392750870278,302.1242625710439,326.3333954048715
718909161,1,41,6,378.0503834449809,426.0,-47.94961655501908,378.0503834449809,421.988621511673,2718.8329754877095,922.9545810281136,119463.21277776116,0.13792455182651273,70.8378338408302,0.13878123878454618,-0.11255778534042038,59.12080772221666,49.06543363587689
735286989,1,41,7,577.9666386252175,530.0,47.966638625217456,577.9666386252175,532.9343304616109,2612.993120285482,1173.9342216529226,109671.18175588486,0.08844358993617103,70.0984417892986,0.10789071637072953,0.09050309174569325,57.18207967648666,48.0919009823908
752591985,1,41,6,308.6278686958605,18.0,290.6278686958605,308.6278686958605,15.916199702119807,2451.3569757715322,22.103449631493213,2194833.958764513,0.1604235564339825,294.8150522589881,16.145992705325586,16.145992705325586,290.6278686958605,296.1228265244489
756589959,1,41,5,444.0547604577839,198.0,246.0547604577839,444.0547604577839,192.5198228660108,2018.7466988586255,222.64423834439143,1428339.9108095036,0.10118226208544648,250.12335325354178,1.2427008103928479,1.2427008103928479,246.05476045778386,253.3189325185677
716679764,1,45,9,676.8904303874857,372.0,304.8904303874857,676.8904303874857,354.69447155347615,10235.895643115715,927.3158489010418,2492560.9421703713,0.1494667359472906,321.2383385976555,0.8196104719233874,0.8195979311491552,304.8950955555001,329.86979134228585
718909161,1,45,6,377.57628025699063,426.0,-48.42371974300937,377.57628025699063,421.3161758818753,2746.491115017101,906.555099697748,121209.48691770494,0.1387983794647482,71.35368069529852,0.14000761161845457,-0.11367070362208774,59.64324254946164,49.13113776172989
735286989,1,45,7,576.1216913245842,530.0,46.12169132458416,576.1216913245842,529.1446124080544,2626.389341336139,1130.5517904377373,106095.4123684843,0.08895396821721963,68.94635416014657,0.105883376733972,0.08702205910298912,56.11818966900517,50.20428927047102
752591985,1,45,6,306.2653738806652,18.0,288.2653738806652,306.2653738806652,16.006914935295523,2463.5778757653516,22.354532630035017,2160606.3368371185,0.16206351310760658,292.5072711135999,16.01474299337029,16.01474299337029,288.2653738806652,293.71302487060944
756589959,1,45,5,444.3297064880305,198.0,246.32970648803052,444.3297064880305,192.0902764962532,1987.0170336662654,226.44926290876123,1430706.4823912967,0.10032182991344936,250.33046425104862,1.2440894267072249,1.2440894267072249,246.3297064880305,253.96204195003477
716679764,1,49,9,674.3643749977159,372.0,302.3643749977159,674.3643749977159,353.92893958858747,10007.75241701717,938.4313884345512,2449999.181987757,0.1483452541155352,318.48385780880096,0.8128074596712793,0.8128074596712793,302.3643749977159,327.86906256716395
718909161,1,49,6,375.9379466815147,426.0,-50.06205331848531,375.9379466815147,421.0629135437228,2700.572760256167,981.5289230647784,123958.13876588053,0.13823301367065702,72.15803449872394,0.14201130923322228,-0.1175165570856463,60.4968177333527,49.63875713141376
735286989,1,49,7,575.4880899658508,530.0,45.488089965850804,575.4880899658508,527.2354713023122,2641.215449752631,1170.1553034421765,105130.65927241117,0.08930290249101606,68.63222113915567,0.10560147587397906,0.08582658484122778,55.9687822132089,51.23727385280316
752591985,1,49,6,305.89757336885606,18.0,287.89757336885606,305.89757336885606,15.980532807417356,2431.7877798320264,22.127059696772825,2154452.378130099,0.16120807944844387,292.0903978762532,15.994309631603112,15.994309631603112,287.89757336885606,293.33015174956915
756589959,1,49,5,444.07791878437996,198.0,246.07791878437996,444.07791878437996,192.6313556223162,2034.9251385186715,236.71162462086284,1428969.4124827133,0.10158159775746957,250.17847079988832,1.2428177716382822,1.2428177716382822,246.07791878437996,253.1975520133357
716679764,1,53,9,668.83518002884,372.0,296.83518002884,668.83518002884,353.13348848084553,9930.851567676491,924.0736695626526,2368115.6884086174,0.14899583791396775,313.116552852816,0.7979440323355912,0.7979440323355912,296.83518002883994,323.21304994894757
718909161,1,53,6,375.1804087685033,426.0,-50.8195912314967,375.1804087685033,421.4865762031136,2819.7064618929858,1000.8006568423671,128613.65175088163,0.14153433136502985,73.50059397603125,0.14467428980047803,-0.11929481509741013,61.63124745500364,51.055524510073695
735286989,1,53,7,573.0178559388139,530.0,43.01785593881391,573.0178559388139,524.8183398864677,2589.842946700147,1149.441717858223,99104.03811793208,0.08881136782159192,66.63616792908108,0.10157774850581047,0.08116576592229036,53.83620670807955,51.11584640861362
752591985,1,53,6,302.7169467559847,18.0,284.7169467559847,302.7169467559847,15.945458275139238,2485.5078581034813,22.059161888414142,2109816.932489447,0.16469136757016975,289.04886719749254,15.817608153110262,15.817608153110262,284.7169467559847,290.30622998194895
756589959,1,53,5,443.54356557285917,198.0,245.54356557285917,443.54356557285917,191.75009609506307,2096.781214688355,226.71328003320207,1424383.6633031592,0.10323816465600336,249.77674793487353,1.240119018044743,1.240119018044743,245.54356557285908,253.66284967257735
716679764,1,57,9,668.8703732710279,372.0,296.8703732710279,668.8703732710279,353.2313155310559,9774.267120892197,990.0473233226107,2364838.908056702,0.14780874922671375,312.899801289441,0.7980406247655782,0.7980386378253439,296.87111241279507,322.763171210702
718909161,1,57,6,374.4287377874294,426.0,-51.571262212570616,374.4287377874294,420.6210255374514,2749.7488391843317,993.1069787104909,128780.80894319549,0.14004813823660267,73.54824216378013,0.1452062086195072,-0.12105930096847564,61.85784487191005,50.75646333891545
735286989,1,57,7,570.9781956018714,530.0,40.97819560187145,570.9781956018714,523.0851196407855,2504.3535370192535,1208.4902685064988,93371.99064948848,0.08764523202263726,64.68049204980193,0.09847029247041093,0.07731735019221021,52.1892550093178,50.2777398693371
752591985,1,57,6,302.930770166644,18.0,284.930770166644,302.930770166644,15.879632006864338,2413.2487123292212,21.774335501199037,2111068.430564233,0.1621651964689218,289.1345577755902,15.82948723148022,15.82948723148022,284.930770166644,290.47517547144673
756589959,1,57,5,444.42496609414945,198.0,246.42496609414945,444.42496609414945,191.82600176392305,1966.0186663488764,236.3337451049178,1431298.8442264453,0.09976894285880995,250.38227289656828,1.2445705358290375,1.2445705358290375,246.42496609414945,254.25441574078468
716679764,4,1,9,676.470790505069,372.0,304.470790505069,676.470790505069,363.9923996042917,33084.47845452383,89.68866553876116,3038172.0731790923,0.2688828467878116,354.6645467555299,0.8266646005793001,0.8184698669491097,307.5192314154997,356.9130340754696
718909161,4,1,6,368.18693891835704,426.0,-57.81306108164296,368.18693891835704,414.67368355194543,7410.569801027826,130.3759791101054,255986.61234993793,0.23380695339600738,103.69628649405728,0.2024334912268943,-0.13571141098977224,86.23666726265697,88.00912202945752
735286989,4,1,7,584.2080585357844,530.0,54.2080585357844,584.2080585357844,531.7013878387138,6868.730788798388,153.48399707130497,218881.04135847482,0.14186351105510758,99.03153234711364,0.15093331725502174,0.10227935572789507,79.99465814516151,87.90084726224374
752591985,4,1,6,308.89842387135644,18.0,290.89842387135644,308.89842387135644,18.496990212274127,7710.168457824875,0.23416526356361253,2331578.7736104205,0.2842603203447884,303.86191184263987,16.16102354840869,16.16102354840869,290.89842387135644,303.2681807614914
756589959,4,1,5,446.54896930075716,198.0,248.54896930075716,446.54896930075716,194.05604193404912,4772.062650762834,30.9024653207076,1519353.8442625897,0.15469774284967644,257.97025563276003,1.2552978247512991,1.2552978247512991,248.54896930075725,260.3627404309732
716679764,4,5,9,675.701631359992,372.0,303.701631359992,675.701631359992,356.18340906129805,33119.791146974894,489.24037748442817,3027725.799020917,0.2693325402860853,354.05433486640914,0.8250487089119771,0.8164022348386883,306.91811971525556,357.31781074476936
718909161,4,5,6,366.4784598390102,426.0,-59.52154016098979,366.4784598390102,410.519712840653,7786.048099815082,485.7546915531732,269697.7293650341,0.2407742770706247,106.4371262433903,0.20794982446314203,-0.13972192526053934,88.5866252212985,79.59034534369395
735286989,4,5,7,585.8212035000922,530.0,55.821203500092224,585.8212035000922,530.7209563064235,6868.239326776626,410.7482561450806,222831.9740872765,0.14146780765652833,99.92119938719378,0.15127066540984385,0.10532302547187217,80.17345266721725,83.40560885257074
752591985,4,5,6,312.5148778973072,18.0,294.5148778973072,312.5148778973072,15.312887377671693,8037.934861347819,9.786151505935702,2393316.6812434676,0.2868808398079377,307.8586496498248,16.361937660961512,16.361937660961512,294.5148778973072,309.5444277375122
756589959,4,5,5,447.7098822348426,198.0,249.7098822348426,447.7098822348426,192.50860575246634,5086.7533176403,102.80018164466799,1539743.40759625,0.15930289119310248,259.6955498336066,1.2611610213880942,1.2611610213880942,249.70988223484267,262.436007920367
716679764,4,9,9,679.6755610630254,372.0,307.6755610630254,679.6755610630254,355.69439119865734,33817.25688105039,798.5126110490967,3103254.6933604265,0.2705624568304984,358.4431722832754,0.8344615390217878,0.8270848415672728,310.41969251610504,359.4900375931076
718909161,4,9,6,367.8186206180324,426.0,-58.18137938196759,367.8186206180324,409.06187862304535,7869.332890626681,700.7137518174462,267924.56978183315,0.24117664382192255,106.08678427313707,0.20690114928051762,-0.13657600793889105,88.1398895935005,74.72150660142584
735286989,4,9,7,589.3225252676698,530.0,59.32252526766979,589.3225252676698,530.5992510099139,7160.432206428663,765.136559521057,238351.83312769374,0.14358748129153281,103.34212215046672,0.1568819060684406,0.11192929295786758,83.14741021627351,81.82034757980071
752591985,4,9,6,313.0432044820798,18.0,295.0432044820798,313.0432044820798,14.962997989308697,7814.639659792818,13.014370930814207,2395544.677851394,0.28239057515893556,308.00183793420314,16.39128913789332,16.39128913789332,295.0432044820798,309.9064347692644
756589959,4,9,5,448.6483221399278,198.0,250.6483221399278,448.6483221399278,192.88034039827684,5077.411937667116,148.60266509264906,1550250.6357726168,0.1588236424843395,260.5801092355826,1.2659006168683222,1.2659006168683222,250.64832213992784,262.5024892554624
716679764,4,13,9,689.9156896584893,372.0,317.9156896584893,689.9156896584893,351.2055341800278,36511.49231717943,968.5609661908549,3323057.385259636,0.2769610968574965,370.9203122615589,0.8621760380856944,0.8546120689744338,320.7294861678783,374.6312304170415
718909161,4,13,6,367.5714346038348,426.0,-58.4285653961652,367.5714346038348,408.0345462858063,7863.07643524673,844.9066360551867,268461.9303384197,0.24124287491557186,106.19309624217895,0.20679639038967848,-0.13715625679850982,88.09526230600304,72.15385373286989
735286989,4,13,7,588.3636015032779,530.0,58.36360150327789,588.3636015032779,535.3343450898899,7217.051743408876,999.0378953493084,237096.3909261968,0.1443890010643613,103.06969352744918,0.15672433334443547,0.1101200028363733,83.0638966725508,75.22639499748455
752591985,4,13,6,315.6190814623883,18.0,297.6190814623883,315.6190814623883,14.490793642292067,7989.322883047868,12.906481792881513,2438506.1280047223,0.28319901274392956,310.75141276197536,16.534393414577128,16.534393414577128,297.6190814623883,313.1119468241369
756589959,4,13,5,447.0853051475696,198.0,249.0853051475696,447.0853051475696,192.22054691880174,5252.856649103618,173.21977130256374,1536422.267539536,0.16210909409743607,259.4153925455494,1.258006591654392,1.258006591654392,249.0853051475696,261.678076677877
716679764,4,17,9,690.0153184864997,372.0,318.0153184864997,690.0153184864997,350.3920270173711,36055.74795373613,1114.7028900760365,3313581.6327588214,0.27518738562760703,370.3909971176486,0.8628287461254993,0.8548798884045693,320.9722935586857,373.962577077009
718909161,4,17,6,370.30996031832495,426.0,-55.690039681675046,370.30996031832495,408.2855690401121,8205.974486354127,938.9717112817258,269183.6621715095,0.24462435166241736,106.3360475384555,0.20724738430028564,-0.13072779267998838,88.28738571192169,71.04489083884893
735286989,4,17,7,587.5238225914886,530.0,57.523822591488624,587.5238225914886,541.871305343226,7522.716618821168,1357.7084615728916,241745.585737377,0.1476256661271119,104.07548599145827,0.1568357419756623,0.10853551432356355,83.12294324710102,67.6433238267337
752591985,4,17,6,315.0443888951713,18.0,297.0443888951713,315.0443888951713,14.361815898665553,8287.664006517854,14.536614153202319,2437408.470904605,0.2889643849116732,310.6815620223119,16.50246604973174,16.50246604973174,297.0443888951713,313.07872940228407
756589959,4,17,5,446.1963158800481,198.0,248.19631588004808,446.1963158800481,192.29280759085944,5189.534631200865,194.6889479111959,1524883.7429384296,0.16145006608501714,258.4394432891958,1.2535167468689294,1.2535167468689294,248.196315880048,260.4680328842682
716679764,4,21,9,683.938247817183,372.0,311.93824781718297,683.938247817183,349.3696795539209,35665.76591541731,1227.3143178537953,3211693.3143354706,0.2761270073086031,364.6522128915051,0.8477508550454691,0.8385436769279111,315.3633180769145,368.2784310861296
718909161,4,21,6,370.92990848924063,426.0,-55.07009151075937,370.92990848924063,410.5284741504467,8473.229383802172,1048.1878939645296,273910.7075459244,0.24816048509825553,107.26576510147859,0.2097949438640826,-0.12927251528347275,89.37264608609918,71.76492491356397
735286989,4,21,7,590.374265824368,530.0,60.37426582436797,590.374265824368,543.2366350601363,7528.6392529867735,1502.156073078804,249379.14060195556,0.14697072121408503,105.7056820933398,0.1599040174741483,0.11391370910258099,84.7491292612986,67.30581545254798
752591985,4,21,6,316.1054215350311,18.0,298.1054215350311,316.1054215350311,13.953139490759314,8857.239018470531,14.110609222909655,2467735.0989708444,0.2977263257257326,312.60851134773844,16.561412307501726,16.561412307501726,298.1054215350311,315.37347607425437
756589959,4,21,5,445.4024678022199,198.0,247.40246780221992,445.4024678022199,191.662210099483,5449.586563306243,210.82874270081692,1521837.3908817817,0.16574069619708803,258.18126895252243,1.2495213350103718,1.249507413142525,247.40522433205362,260.5799329554392
716679764,4,25,9,692.1354080471609,372.0,320.1354080471609,692.1354080471609,349.13906355742716,35506.447849325894,1368.6256753953232,3332995.7981951307,0.2722466509615788,371.474262008619,0.8672552148113597,0.8605790538902176,322.61893990982577,374.9474052170919
718909161,4,25,6,374.78989480131844,426.0,-51.21010519868156,374.78989480131844,412.1504661638789,8725.122163287377,1152.3402309883843,270139.3336503513,0.24922860429217308,106.52510050569025,0.2063702704223946,-0.12021151455089578,87.9137351999401,70.31364286539016
735286989,4,25,7,586.7223616587858,530.0,56.72236165878576,586.7223616587858,544.681064446672,7469.499884555519,1667.9457990408346,238514.11376626557,0.14730351889515994,103.3775903990106,0.15625468308516124,0.10702332388450154,82.81498203513546,62.03808907872835
752591985,4,25,6,317.8001560691365,18.0,299.8001560691365,317.8001560691365,13.989707148779758,8731.164397495526,14.753558111107589,2490140.195547844,0.29402345503579,314.02435889047547,16.655564226063138,16.655564226063138,299.8001560691365,316.747876889124
756589959,4,25,5,444.3118090430254,198.0,246.3118090430254,444.3118090430254,191.4582253140412,5391.2178904154935,212.87441474658436,1508211.1169151878,0.16525537198702714,257.02281059171247,1.2439990355708352,1.2439990355708352,246.31180904302542,259.6156366786723
716679764,4,29,9,688.9312869264558,372.0,316.93128692645575,688.9312869264558,347.6453248624803,36210.290942464795,1390.8201646266796,3300688.1525878194,0.276210445932843,369.6697601580689,0.8621857907603259,0.8519658250711176,320.7331141628413,374.0213585523426
718909161,4,29,6,378.3038389369745,426.0,-47.6961610630255,378.3038389369745,412.49106061146455,8946.933402524235,1222.8884546184095,267144.47133318573,0.2500324370169845,105.93326759179244,0.20584115908716494,-0.11196281939677342,87.68833377113226,68.91632235985874
