TEST_ITEM_COMMUNICATIONKEY,BLOCK_SIZE,WINDOW_SIZE,TWIN_NUMBER,MEAN_SAMPLE,MEAN_TEST,BIAS,RESAMPLING_MEAN_TWIN,RESAMPLING_MEAN_TEST,RESAMPLING_VARIANCE_TWIN,RESAMPLING_VARIANCE_TEST,TARGET_VARIANCE,CV,RMSE,MAPE,MPE,MAE,WASSERSTEIN,MAX_TWIN_NUM
824203823,1,1,1,335.49633255834897,578.0,-242.50366744165103,335.49633255834897,575.1405705652992,231.9039754304927,680.1272521754016,7618053.961817151,0.04539064140714715,242.98134228389094,0.41955651806514027,-0.41955651806514027,242.50366744165106,239.89000239970133,1
829556735,1,1,1,936.4683126264061,403.0,533.4683126264061,936.4683126264061,399.6784382273543,879.33523170639,232.50065245366923,24166579.5428334,0.0316653396216479,534.2918451634569,1.3237427112317772,1.3237427112317772,533.4683126264064,536.9835029629406,1
829628090,1,1,1,3309.8339805339265,315.0,2994.8339805339265,3309.8339805339265,313.7974351744002,8861.662064106793,201.27463873880924,793625783.7941136,0.028441426950743143,2996.313106640357,9.507409462012463,9.507409462012463,2994.8339805339265,2997.1030731396254,1
831771058,1,1,1,664.0845586037632,407.0,257.0845586037632,664.0845586037632,405.5395763317447,623.2494524608618,209.8652720209986,2932557.3965653554,0.037593050728329115,258.2938631190308,0.6316573921468384,0.6316573921468384,257.0845586037632,258.7575579245409,1
832176270,1,1,1,792.2809335877907,920.0,-127.71906641220926,792.2809335877907,918.6852688176393,619.4470735032866,765.2812345407941,1855514.3324128813,0.03141397531234012,130.1215085937356,0.1388250721871841,-0.1388250721871841,127.71906641220939,126.43519069946076,1
833087665,1,1,1,409.00274321212316,566.0,-156.99725678787684,409.00274321212316,560.328815954071,374.383692008331,565.6331778700286,2880287.646842721,0.04730774427470521,158.18508883876152,0.2773803123460722,-0.2773803123460722,156.99725678787686,151.39149522966414,1
836346869,1,1,1,474.91857825167557,274.0,200.91857825167557,474.91857825167557,273.6386634194391,585.4176536106474,270.4589048286707,3580647.532387497,0.05094642900533823,202.3701873801705,0.733279482670349,0.733279482670349,200.91857825167563,201.42920342564187,1
836349509,1,1,1,288.50763614817794,0.0,288.50763614817794,288.50763614817794,,212.16151414080042,,10192220.381051064,0.05048658446409844,288.87509001288123,inf,inf,288.50763614817794,,1
836354525,1,1,1,421.07508885433776,340.9999999999999,80.07508885433788,421.07508885433776,340.60413283511195,365.15809883619374,274.5618574738681,297896.9288564889,0.04538171662975877,82.32361723021104,0.23482430749072697,0.23482430749072697,80.07508885433786,80.51146630393454,1
837663879,1,1,1,356.2354909054587,674.0,-317.7645090945413,356.2354909054587,674.6487567865033,259.8229301477554,544.2006436779458,4449850.106870747,0.04524822559771431,318.1730758097589,0.47146069598596646,-0.47146069598596646,317.7645090945413,318.4949670596896,1
837937579,1,1,1,,197.0,,,198.4964660026511,,107.47901526225928,0.0,,,,,,,1
837976432,1,1,1,684.4955083707965,372.0,312.49550837079653,684.4955083707965,371.29844643597465,507.47608510246704,214.89234360180484,4314764.269000866,0.032910705158934024,313.3064296132861,0.8400416891688081,0.8400416891688081,312.4955083707966,313.29602935234055,1
837978298,1,1,1,111.50680235684989,240.0,-128.4931976431501,111.50680235684989,240.47324967281986,60.279341332118406,135.52348894320218,2023911.7452744942,0.06962783431436975,128.72754632126626,0.5353883235131255,-0.5353883235131255,128.4931976431501,129.0251064408237,1
838102710,1,1,1,1368.86246428942,114.0,1254.86246428942,1368.86246428942,114.10411777588288,2824.142424291095,56.466725293390084,169396378.00782877,0.038822498566547424,1255.9872398662362,11.007565476222982,11.007565476222982,1254.86246428942,1255.5877615662225,1
840794521,1,1,1,378.62857088930076,129.0,249.62857088930076,378.62857088930076,129.44518303338631,229.89557925540228,206.815404065458,2749200.2028578627,0.04004533469742711,250.08862225917048,1.9351052006922544,1.9351052006922544,249.6285708893008,249.18781084427914,1
842058910,1,1,1,151.44063115657303,1081.0,-929.5593688434269,151.44063115657303,1070.5999551688594,85.83807801805737,2000.1654550157048,101666641.51973276,0.06117832488764619,929.6055390769831,0.8599069091983597,-0.8599069091983597,929.5593688434269,919.8430936917998,1
842059288,1,1,1,585.9088477869185,889.0,-303.0911522130815,585.9088477869185,887.4828024444429,532.4568455684732,962.6058286436078,4061392.0930491844,0.03938330430577648,303.96826050662236,0.34093492937354497,-0.34093492937354497,303.0911522130815,301.6788894107956,1
845339708,1,1,1,,673.0,,,670.1169834064154,,365.42841216495884,0.0,,,,,,,1
845938731,1,1,1,269.41830567584157,251.99999999999997,17.418305675841594,269.41830567584157,246.93901598988913,211.2467544424783,138.32550552197745,62855.68539082516,0.05394707745001639,22.685769263120303,0.07549191776592169,0.06912026061841905,19.023963277012264,22.651171668058144,1
847089647,1,1,1,342.9794026895085,208.0,134.9794026895085,342.9794026895085,208.36302628314846,238.19194544579275,150.262514524829,811323.7894006912,0.04499823672605853,135.85886462009864,0.6489394360072529,0.6489394360072529,134.9794026895086,134.6540902916218,1
847101662,1,1,1,362.273549205098,254.0,108.27354920509799,362.273549205098,254.4543672073108,498.343126357487,147.7709231198762,537207.623621137,0.06162083944429771,110.55091398910396,0.4262738157681024,0.4262738157681024,108.27354920509799,108.29975452415906,1
847909963,1,1,1,917.913365953376,393.0,524.913365953376,917.913365953376,394.02555698477755,764.4936464443497,224.6099654925049,12144988.46690524,0.03012210003309261,525.6410708867289,1.3356574197286921,1.3356574197286921,524.913365953376,524.0409004288128,1
848764870,1,1,1,470.7788276915611,674.0,-203.2211723084389,470.7788276915611,671.2285952552658,427.28504379770294,605.857464823988,2255465.038535065,0.04390782480293361,204.26974792713168,0.3015150924457551,-0.3015150924457551,203.22117230843895,200.4892123308198,1
850549205,1,1,1,648.8174928196794,973.9999999999999,-325.1825071803205,648.8174928196794,969.9699525243211,610.1299593756257,728.3544096076986,5064464.514396779,0.03807050388492473,326.11929249195737,0.3338629437169615,-0.3338629437169615,325.1825071803205,321.1607476970325,1
850561732,1,1,1,377.27322184483813,334.0,43.27322184483813,377.27322184483813,334.3953207250239,235.99385438249962,162.34668499400573,92683.55312523826,0.04071874329299891,45.91912001786484,0.12962920733293704,0.129560544445623,43.29615524920097,42.95858444654151,1
850561943,1,1,1,667.487792135211,442.0,225.48779213521095,667.487792135211,442.8812427046936,526.634957312036,393.5366316271527,6575532.344913824,0.03438044666128716,226.65255206885305,0.5101533758715177,0.5101533758715177,225.4877921352108,224.62829793773136,1
850562202,1,1,1,177.459080271778,499.00000000000006,-321.5409197282221,177.459080271778,496.91365587616826,86.81400431805653,306.04185610759237,13570540.54270344,0.05250451703639078,321.67588822289594,0.6443705806176794,-0.6443705806176794,321.5409197282221,319.5593196636114,1
850564755,1,1,1,338.9468799527916,584.0,-245.05312004720838,338.9468799527916,583.5795572989481,371.85349096263275,469.0338216901828,7796498.3090310935,0.05689240473543786,245.81066928803997,0.4196115069301513,-0.4196115069301513,245.05312004720838,244.64439344214946,1
850575936,1,1,1,3222.263924347692,1414.0,1808.263924347692,3222.263924347692,1410.4406512176693,8860.379946803987,2181.246568058068,293066211.9571284,0.02921225369767432,1810.7122355703348,1.2788288008116637,1.2788288008116637,1808.2639243476922,1812.4442777837055,1
852310816,1,1,1,1079.17066387281,120.0,959.1706638728101,1079.17066387281,118.50018198774048,2144.54555500599,68.54980942718824,81068375.73231786,0.04291187657665103,960.2879297321264,7.993088865606749,7.993088865606749,959.1706638728099,961.4233972189123,1
854638267,1,1,1,,385.00000000000006,,,382.32276804966693,,202.0493968301552,0.0,,,,,,,1
855312233,1,1,1,968.1892708407047,212.0,756.1892708407047,968.1892708407047,212.14191712039667,772.6691179359124,355.6983358466021,25169003.699371982,0.02871021942593441,756.6999950129064,3.5669305228335126,3.5669305228335126,756.1892708407047,756.100974464814,1
856030824,1,1,1,420.83555937014626,118.0,302.83555937014626,420.83555937014626,118.48149987222016,527.0869619783754,80.12805280204415,10694078.84499393,0.05455426481632748,303.70456529497176,2.5664030455097144,2.5664030455097144,302.83555937014626,302.678592371989,1
856065671,1,1,1,127.0216947649507,82.0,45.021694764950695,127.0216947649507,79.5595615239543,64.24401944813468,45.45459516770397,238993.4861377495,0.06310132076662442,45.729607684262106,0.5490450581091547,0.5490450581091547,45.02169476495069,47.480355851249485,1
860861951,1,1,1,338.6777846970948,132.0,206.6777846970948,338.6777846970948,131.9358230825687,230.58173079002262,86.71890525187703,3256589.4981407044,0.04483588401267975,207.23486294079163,1.5657407931598093,1.5657407931598093,206.67778469709484,206.82559430302777,1
863505500,1,1,1,77.50353307673561,156.0,-78.49646692326439,77.50353307673561,156.61270519032638,37.37579318118709,82.11147659479438,272486.5396320552,0.0788812362283302,78.7341800783899,0.5031824802773359,-0.5031824802773359,78.49646692326439,79.16466948540447,1
867948791,1,1,1,511.9623517492811,166.0,345.9623517492811,511.9623517492811,166.70374452127464,374.5761711552796,89.5373634878399,5984523.443640519,0.037803503240837,346.50328281135893,2.084110552706513,2.084110552706513,345.9623517492811,345.40041650095395,1
868158733,1,1,1,,382.0,,,381.9402613797387,,274.82672268774326,0.0,,,,,,,1
